type,rule_id,text,confidence_pct,company_id
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,AMBUJACEM
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,BAJAJFINSV
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,BAJAJFINSV
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,BAJAJFINSV
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,BAJAJFINSV
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,BAJAJFINSV
con,CR01,Debt-to-equity ratio of 4.79 is elevated and warrants monitoring.,95,BAJAJFINSV
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,BAJAJFINSV
con,CR08,"Debt-to-equity ratio has increased for three consecutive years, indicating rising leverage risk.",90,BAJAJFINSV
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,BAJAJFINSV
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,BAJAJFINSV
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,ADANIPOWER
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,ADANIPOWER
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,ADANIPOWER
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,ADANIPOWER
pro,PR12,Growing asset base funded with declining borrowings reflects self-sustaining growth.,85,ADANIPOWER
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,ADANIPOWER
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,ADANIPOWER
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,PFC
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,PFC
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,PFC
con,CR01,Debt-to-equity ratio of 8.52 is elevated and warrants monitoring.,95,PFC
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,PFC
con,CR06,Interest coverage below 1.5x indicates elevated debt servicing risk.,95,PFC
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,PFC
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,PFC
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,PFC
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,ATGL
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,ATGL
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,ATGL
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,ATGL
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,ATGL
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,ATGL
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,ATGL
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,ATGL
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,APOLLOHOSP
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,APOLLOHOSP
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,APOLLOHOSP
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,APOLLOHOSP
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,APOLLOHOSP
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,APOLLOHOSP
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,APOLLOHOSP
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,MARUTI
pro,PR03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95,MARUTI
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,MARUTI
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,MARUTI
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,MARUTI
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,MARUTI
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,MARUTI
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,MOTHERSON
con,CR03,Operating margins are weak and may indicate pricing or cost pressure.,85,MOTHERSON
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,MOTHERSON
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,MOTHERSON
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,NAUKRI
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,NAUKRI
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,NAUKRI
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,NAUKRI
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,NAUKRI
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,NAUKRI
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,NAUKRI
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,NAUKRI
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,NESTLEIND
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,NESTLEIND
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,NESTLEIND
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,NESTLEIND
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,NESTLEIND
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,NESTLEIND
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,NESTLEIND
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,NESTLEIND
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,INDIGO
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,INDIGO
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,INDIGO
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,INDIGO
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,INDIGO
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,INDIGO
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,INDIGO
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,INDIGO
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,INDIGO
